C2059 0 BJ TJ 17 0 54
C2587 0 BJ TJ 17 0 54
C2061 0 BJ TJ 17 0 54
G199 0 BJ TJ 17 0 54
K27 0 BJ TJ 17 1 67
C2639 0 BJ TJ 17 0 54
G267 0 BJ TJ 17 0 54
C2217 0 BJ TJ 17 0 54
G159 0 BJ TJ 17 0 54
C2641 0 BJ TJ 17 0 54
C2063 0 BJ TJ 18 0 54
G15 0 BJ TJ 18 0 54
C2589 0 BJ TJ 18 0 54
G201 0 BJ TJ 18 0 54
D3 0 BJ TJ 18 0 24
G1567 0 BJ TJ 18 0 54
C2065 0 BJ TJ 18 0 54
G8917 0 BJ TJ 18 0 54
C2067 0 BJ TJ 18 0 54
C2643 0 BJ TJ 18 0 54
G331 0 BJ TJ 18 0 54
Z139 0 BJ TJ 18 1 104
C2645 0 BJ TJ 18 0 54
G203 0 BJ TJ 18 0 54
C2219 0 BJ TJ 18 0 54
G271 0 BJ TJ 18 0 54
C2647 0 BJ TJ 18 0 54
C2649 0 BJ TJ 18 0 54
Z281 0 BJ TJ 18 1 69
C2591 0 BJ TJ 19 0 54
C2069 0 BJ TJ 19 0 54
G269 0 BJ TJ 19 0 54
C2221 0 BJ TJ 19 0 54
D707 0 BJ TJ 19 1 28
C2071 0 BJ TJ 19 0 54
T215 0 BJ TJ 19 1 69
C2593 0 BJ TJ 19 0 54
G333 0 BJ TJ 19 0 54
C2073 0 BJ TJ 19 0 54
T63 0 BJ TJ 19 1 69
T109 0 BJ TJ 20 1 69
C2075 0 BJ TJ 20 0 54
C2223 0 BJ TJ 20 0 54
C2651 0 BJ TJ 20 0 54
Z79 0 BJ TJ 20 1 102
C2653 0 BJ TJ 20 0 54
G8923 0 BJ TJ 20 0 54
C2655 0 BJ TJ 20 0 54
C2077 0 BJ TJ 20 0 54
C2079 0 BJ TJ 20 0 54
G337 0 BJ TJ 21 0 54
C2081 0 BJ TJ 21 0 54
C2657 0 BJ TJ 21 0 54
D711 0 BJ TJ 21 1 30
C2659 0 BJ TJ 21 0 54
G8919 0 BJ TJ 21 0 54
C2671 0 BJ TJ 21 0 54
C2595 0 BJ TJ 21 0 54
C2597 0 BJ TJ 21 0 54
Z155 0 BJ TJ 21 1 69
C2083 0 BJ TJ 21 0 54
C2085 0 BJ TJ 21 0 54
C2087 0 BJ TJ 21 0 54
C2661 0 BJ TJ 22 0 54
C2663 0 BJ TJ 22 0 54
G8901 0 BJ TJ 22 0 54
K1303 0 BJ TJ 22 2 67
C2089 0 BJ TJ 22 0 54
C2091 0 BJ TJ 22 0 54
Z159 0 BJ TJ 22 1 69
C2093 0 BJ TJ 22 0 54
G9015 0 BJ TJ 22 0 54
C2665 0 BJ TJ 22 0 54
C2667 0 BJ TJ 22 0 54
C2669 0 BJ TJ 22 0 54
G9017 0 BJ TJ 23 0 54
K39 0 BJ TJ 23 1 67
D4959 0 BJ TJ 23 0 39
C2177 0 BJ TJ 23 0 54
G9019 0 BJ TJ 23 0 54
C2171 0 BJ TJ 23 0 54
K411 0 BJ TJ 23 1 69
G101 0 BJ SH 6 5 553
G103 0 BJ SH 6 5 553
G5 0 BJ SH 7 4 558
G105 0 BJ SH 7 5 553
G143 0 BJ SH 7 5 553
G107 0 BJ SH 8 5 553
G109 0 BJ SH 8 6 553
G111 0 BJ SH 8 5 553
G113 0 BJ SH 8 5 553
G1 0 BJ SH 9 4 553
G41 0 BJ SH 9 5 553
G115 0 BJ SH 9 5 553
G7 0 BJ SH 10 4 553
G119 0 BJ SH 10 5 553
G121 0 BJ SH 10 6 553
G123 0 BJ SH 11 5 553
G125 0 BJ SH 11 5 553
G127 0 BJ SH 11 5 553
1461 0 BJ SH 11 19 283
G9 0 BJ SH 12 4 553
G129 0 BJ SH 12 5 558
G131 0 BJ SH 12 5 553
G133 0 BJ SH 12 5 553
G135 0 BJ SH 13 5 553
G137 0 BJ SH 13 5 553
G139 0 BJ SH 13 6 553
G3 0 BJ SH 14 4 553
G43 0 BJ SH 14 5 553
G141 0 BJ SH 14 5 553
G145 0 BJ SH 14 5 553
G11 0 BJ SH 15 4 553
G155 0 BJ SH 15 5 553
G147 0 BJ SH 15 6 553
G149 0 BJ SH 16 6 553
G169 0 BJ SH 16 5 553
G151 0 BJ SH 16 6 553
G13 0 BJ SH 17 4 553
G153 0 BJ SH 17 5 553
G157 0 BJ SH 17 5 553
G159 0 BJ SH 17 6 553
G15 0 BJ SH 18 4 558
Z281 0 BJ SH 18 14 304
G17 0 BJ SH 19 4 553
G21 0 BJ SH 19 4 558
D701 0 BJ SH 19 12 293
D707 0 BJ SH 19 12 292
D709 0 BJ SH 19 12 292
T109 0 BJ SH 20 14 304
D705 0 BJ SH 21 11 293
K507 0 BJ CQ 7 26 370
G309 0 BJ CQ 8 12 792
G571 0 BJ CQ 9 11 924
K589 0 BJ CQ 10 30 399
Z49 0 BJ CQ 11 18 389
T9 0 BJ CQ 15 25 389
Z3 0 BJ CQ 17 18 389
Z95 0 BJ CQ 18 22 414
K819 0 BJ CQ 21 26 389
K7761 0 BJ SJZ 3 3 89
K599 0 BJ SJZ 5 3 89
K7725 0 BJ SJZ 5 3 89
G4613 0 BJ SJZ 5 1 128
G9061 0 BJ SJZ 6 1 128
K7705 0 BJ SJZ 6 3 43
G427 0 BJ SJZ 6 1 128
G6731 0 BJ SJZ 6 1 128
G507 0 BJ SJZ 6 1 128
G89 0 BJ SJZ 6 1 128
G651 0 BJ SJZ 6 1 128
K269 0 BJ SJZ 7 3 89
K1163 0 BJ SJZ 7 3 89
G529 0 BJ SJZ 7 1 128
K507 0 BJ SJZ 7 3 89
K4079 0 BJ SJZ 7 3 89
G601 0 BJ SJZ 7 1 128
G71 0 BJ SJZ 7 1 128
G653 0 BJ SJZ 7 1 128
G403 0 BJ SJZ 8 1 128
K817 0 BJ SJZ 8 3 89
G627 0 BJ SJZ 8 1 128
G671 0 BJ SJZ 8 1 128
K21 0 BJ SJZ 8 3 89
G309 0 BJ SJZ 8 1 128
Z149 0 BJ SJZ 8 2 89
K967 0 BJ SJZ 8 3 89
K635 0 BJ SJZ 8 3 89
G4611 0 BJ SJZ 8 1 128
G83 0 BJ SJZ 8 1 128
G81 0 BJ SJZ 9 1 128
G421 0 BJ SJZ 9 1 128
G571 0 BJ SJZ 9 1 128
G511 0 BJ SJZ 9 1 128
G307 0 BJ SJZ 9 1 128
G655 0 BJ SJZ 9 1 128
K279 0 BJ SJZ 9 3 89
K1455 0 BJ SJZ 9 5 89
Z69 0 BJ SJZ 10 2 89
G79 0 BJ SJZ 10 1 128
G405 0 BJ SJZ 10 1 128
G603 0 BJ SJZ 10 1 128
G6741 0 BJ SJZ 10 1 128
G605 0 BJ SJZ 10 1 128
K589 0 BJ SJZ 10 3 89
G65 0 BJ SJZ 10 1 128
G6701 0 BJ SJZ 10 1 128
G429 0 BJ SJZ 10 1 128
G487 0 BJ SJZ 10 1 128
G557 0 BJ SJZ 11 1 128
G607 0 BJ SJZ 11 1 128
G667 0 BJ SJZ 11 1 128
Z49 0 BJ SJZ 11 2 89
G609 0 BJ SJZ 11 1 128
K117 0 BJ SJZ 11 3 89
G401 0 BJ SJZ 11 1 128
G4565 0 BJ SJZ 11 1 128
G659 0 BJ SJZ 11 1 128
G67 0 BJ SJZ 12 1 128
G517 0 BJ SJZ 12 1 128
G491 0 BJ SJZ 12 1 128
Z161 0 BJ SJZ 12 2 89
T145 0 BJ SJZ 12 2 43
G611 0 BJ SJZ 12 1 128
G6703 0 BJ SJZ 12 1 128
K1115 0 BJ SJZ 12 3 89
G555 0 BJ SJZ 12 1 128
G533 0 BJ SJZ 13 1 128
T175 0 BJ SJZ 13 2 89
K183 0 BJ SJZ 13 3 89
G69 0 BJ SJZ 13 1 128
D2003 0 BJ SJZ 13 1 86
K267 0 BJ SJZ 13 3 89
G4567 0 BJ SJZ 13 1 128
K7751 0 BJ SJZ 13 5 89
G661 0 BJ SJZ 13 1 128
G519 0 BJ SJZ 14 1 128
K5211 0 BJ SJZ 14 4 43
Y531 0 BJ SJZ 14 7 78
G613 0 BJ SJZ 14 1 128
T167 0 BJ SJZ 14 2 89
T41 0 BJ SJZ 14 2 89
G6733 0 BJ SJZ 14 1 128
G673 0 BJ SJZ 14 1 128
G503 0 BJ SJZ 14 1 128
G587 0 BJ SJZ 14 1 128
Z55 0 BJ SJZ 14 2 89
G615 0 BJ SJZ 15 1 128
T9 0 BJ SJZ 15 2 89
T49 0 BJ SJZ 15 2 89
G349 0 BJ SJZ 15 1 128
K5201 0 BJ SJZ 15 4 66
G521 0 BJ SJZ 15 1 128
D2005 0 BJ SJZ 15 1 86
G505 0 BJ SJZ 15 1 128
G663 0 BJ SJZ 15 1 128
T55 0 BJ SJZ 15 3 89
G9063 0 BJ SJZ 15 1 128
Z75 0 BJ SJZ 15 2 89
G665 0 BJ SJZ 16 1 128
Z151 0 BJ SJZ 16 2 89
Z5 0 BJ SJZ 16 2 89
Z77 0 BJ SJZ 16 2 89
K473 0 BJ SJZ 16 3 89
G573 0 BJ SJZ 16 1 128
G585 0 BJ SJZ 16 1 128
G523 0 BJ SJZ 16 1 128
G6743 0 BJ SJZ 16 1 128
T7 0 BJ SJZ 16 2 89
G561 0 BJ SJZ 16 1 128
G683 0 BJ SJZ 16 1 128
K7713 0 BJ SJZ 17 3 89
G669 0 BJ SJZ 17 1 128
G525 0 BJ SJZ 17 1 128
K261 0 BJ SJZ 17 3 89
K7707 0 BJ SJZ 17 3 43
G563 0 BJ SJZ 17 1 128
G1563 0 BJ SJZ 17 1 128
G1571 0 BJ SJZ 17 1 128
Z3 0 BJ SJZ 17 2 89
Z201 0 BJ SJZ 17 2 89
Z1 0 BJ SJZ 18 2 89
G619 0 BJ SJZ 18 1 128
Z95 0 BJ SJZ 18 2 89
G621 0 BJ SJZ 18 1 128
K157 0 BJ SJZ 18 3 89
G565 0 BJ SJZ 18 1 128
G6711 0 BJ SJZ 18 1 128
K401 0 BJ SJZ 18 4 89
Y511 0 BJ SJZ 18 3 89
G6705 0 BJ SJZ 18 1 128
G623 0 BJ SJZ 18 1 128
T231 0 BJ SJZ 18 2 89
G25 0 BJ SJZ 18 1 128
G509 0 BJ SJZ 19 1 128
G6723 0 BJ SJZ 19 1 128
G567 0 BJ SJZ 19 1 128
G6707 0 BJ SJZ 19 1 128
D939 0 BJ SJZ 19 1 170
Z21 0 BJ SJZ 20 2 89
G625 0 BJ SJZ 20 1 128
Z277 0 BJ SJZ 20 2 89
D901 0 BJ SJZ 20 1 86
Z43 0 BJ SJZ 20 2 89
D909 0 BJ SJZ 20 1 86
D927 0 BJ SJZ 20 1 86
D921 0 BJ SJZ 20 1 86
D923 0 BJ SJZ 20 1 86
G6735 0 BJ SJZ 20 1 128
Z207 0 BJ SJZ 20 2 135
G6717 0 BJ SJZ 20 1 128
G6745 0 BJ SJZ 21 1 128
Z285 0 BJ SJZ 21 2 89
Z53 0 BJ SJZ 21 2 89
G8953 0 BJ SJZ 21 1 128
G6715 0 BJ SJZ 21 1 128
K819 0 BJ SJZ 21 3 89
G6713 0 BJ SJZ 21 1 128
K5217 0 BJ SJZ 21 3 89
T289 0 BJ SJZ 22 2 89
K1363 0 BJ SJZ 22 3 89
G8907 0 BJ SJZ 22 1 128
K179 0 BJ SJZ 22 3 89
K5215 0 BJ SJZ 23 3 24
K609 0 BJ SJZ 23 5 110
K961 0 BJ TY 2 10 163
G601 0 BJ TY 7 3 197
G627 0 BJ TY 8 3 197
G91 0 BJ TY 8 2 197
Z69 0 BJ TY 10 5 133
G603 0 BJ TY 10 2 197
G605 0 BJ TY 10 2 197
G607 0 BJ TY 11 2 197
G609 0 BJ TY 11 2 197
G611 0 BJ TY 12 3 197
K1115 0 BJ TY 12 6 129
T175 0 BJ TY 13 5 129
D2003 0 BJ TY 13 3 154
G613 0 BJ TY 14 2 197
T41 0 BJ TY 14 5 129
Z55 0 BJ TY 14 4 129
G615 0 BJ TY 15 3 197
D2005 0 BJ TY 15 3 154
T7 0 BJ TY 16 5 129
G683 0 BJ TY 16 2 197
K603 0 BJ TY 17 10 139
G619 0 BJ TY 18 2 197
G621 0 BJ TY 18 3 197
G623 0 BJ TY 18 3 197
Z21 0 BJ TY 20 4 129
G625 0 BJ TY 20 2 197
Z277 0 BJ TY 20 4 129
K601 0 BJ TY 22 9 139
K609 0 BJ TY 23 7 158
K55 0 BJ HHHT 2 9 158
K711 0 BJ HHHT 3 9 158
K263 0 BJ HHHT 9 10 158
K617 0 BJ HHHT 10 12 158
Z283 0 BJ HHHT 11 9 158
K395 0 BJ HHHT 11 9 158
K1177 0 BJ HHHT 13 9 158
Z179 0 BJ HHHT 15 8 158
1133 0 BJ HHHT 15 14 147
K573 0 BJ HHHT 20 10 158
K41 0 BJ HHHT 20 9 158
K597 0 BJ HHHT 21 9 158
K89 0 BJ HHHT 22 9 158
Z317 0 BJ HHHT 22 9 158
K885 0 BJ HHHT 23 9 158
K599 0 BJ ZZ 5 8 163
G4613 0 BJ ZZ 5 2 309
G427 0 BJ ZZ 6 2 309
G507 0 BJ ZZ 6 3 309
G89 0 BJ ZZ 6 2 309
G651 0 BJ ZZ 6 3 309
G529 0 BJ ZZ 7 3 309
K507 0 BJ ZZ 7 8 163
K4079 0 BJ ZZ 7 8 163
G71 0 BJ ZZ 7 3 309
G653 0 BJ ZZ 7 3 309
G403 0 BJ ZZ 8 2 309
K817 0 BJ ZZ 8 9 163
G671 0 BJ ZZ 8 3 309
K21 0 BJ ZZ 8 9 163
G309 0 BJ ZZ 8 3 309
Z149 0 BJ ZZ 8 6 163
K967 0 BJ ZZ 8 9 163
K635 0 BJ ZZ 8 8 163
G4611 0 BJ ZZ 8 3 309
G83 0 BJ ZZ 8 2 309
G81 0 BJ ZZ 9 2 309
G421 0 BJ ZZ 9 3 309
G801 0 BJ ZZ 9 2 309
G571 0 BJ ZZ 9 3 309
G511 0 BJ ZZ 9 3 309
G307 0 BJ ZZ 9 3 309
G655 0 BJ ZZ 9 3 309
K279 0 BJ ZZ 9 9 163
G79 0 BJ ZZ 10 2 309
G405 0 BJ ZZ 10 3 309
G65 0 BJ ZZ 10 3 309
G429 0 BJ ZZ 10 3 309
G487 0 BJ ZZ 10 2 309
G557 0 BJ ZZ 11 3 309
G667 0 BJ ZZ 11 3 309
Z49 0 BJ ZZ 11 5 163
K117 0 BJ ZZ 11 9 163
G401 0 BJ ZZ 11 3 309
G4565 0 BJ ZZ 11 3 309
Z35 0 BJ ZZ 11 5 163
G659 0 BJ ZZ 11 3 309
G67 0 BJ ZZ 12 3 309
G517 0 BJ ZZ 12 3 309
G491 0 BJ ZZ 12 3 309
Z161 0 BJ ZZ 12 6 163
T145 0 BJ ZZ 12 7 163
Z97 0 BJ ZZ 12 5 163
G555 0 BJ ZZ 12 2 309
G533 0 BJ ZZ 13 2 309
K183 0 BJ ZZ 13 11 163
G69 0 BJ ZZ 13 3 309
K267 0 BJ ZZ 13 8 163
G805 0 BJ ZZ 13 2 309
G4567 0 BJ ZZ 13 3 309
G661 0 BJ ZZ 13 3 309
G87 0 BJ ZZ 14 2 309
G519 0 BJ ZZ 14 3 309
T167 0 BJ ZZ 14 7 163
G673 0 BJ ZZ 14 3 309
G503 0 BJ ZZ 14 3 309
G587 0 BJ ZZ 14 3 309
T9 0 BJ ZZ 15 7 163
T49 0 BJ ZZ 15 7 163
G349 0 BJ ZZ 15 2 309
G521 0 BJ ZZ 15 3 309
G505 0 BJ ZZ 15 3 309
G663 0 BJ ZZ 15 3 309
G665 0 BJ ZZ 16 3 309
Z5 0 BJ ZZ 16 5 163
Z77 0 BJ ZZ 16 5 163
G573 0 BJ ZZ 16 3 309
G585 0 BJ ZZ 16 3 309
G523 0 BJ ZZ 16 3 309
G669 0 BJ ZZ 17 3 309
G525 0 BJ ZZ 17 3 309
K261 0 BJ ZZ 17 8 163
G563 0 BJ ZZ 17 3 309
G1563 0 BJ ZZ 17 3 309
Z201 0 BJ ZZ 17 5 163
Z1 0 BJ ZZ 18 5 163
Z95 0 BJ ZZ 18 5 163
K157 0 BJ ZZ 18 8 163
G565 0 BJ ZZ 18 3 309
K401 0 BJ ZZ 18 9 163
G25 0 BJ ZZ 18 2 309
G509 0 BJ ZZ 19 2 309
G567 0 BJ ZZ 19 3 309
D939 0 BJ ZZ 19 3 300
G807 0 BJ ZZ 20 2 309
D909 0 BJ ZZ 20 3 214
D927 0 BJ ZZ 20 3 214
D921 0 BJ ZZ 20 3 214
D923 0 BJ ZZ 20 3 214
Z285 0 BJ ZZ 21 5 163
Z53 0 BJ ZZ 21 6 163
K819 0 BJ ZZ 21 8 163
T289 0 BJ ZZ 22 6 163
K179 0 BJ ZZ 22 8 163
1303 0 BJ ZZ 22 10 186
K599 0 BJ CS 5 21 322
G529 0 BJ CS 7 7 649
G71 0 BJ CS 7 6 649
G403 0 BJ CS 8 5 649
K21 0 BJ CS 8 21 322
Z149 0 BJ CS 8 14 322
K967 0 BJ CS 8 21 322
K635 0 BJ CS 8 19 322
G83 0 BJ CS 8 5 649
G81 0 BJ CS 9 5 649
G421 0 BJ CS 9 7 649
G79 0 BJ CS 10 5 649
G405 0 BJ CS 10 6 649
G65 0 BJ CS 10 6 649
G401 0 BJ CS 11 7 649
Z35 0 BJ CS 11 13 189
G67 0 BJ CS 12 7 649
Z161 0 BJ CS 12 14 322
T145 0 BJ CS 12 16 322
Z97 0 BJ CS 12 13 322
G533 0 BJ CS 13 5 649
G69 0 BJ CS 13 6 649
G503 0 BJ CS 14 6 649
G505 0 BJ CS 15 6 649
Z5 0 BJ CS 16 14 322
Z77 0 BJ CS 16 14 322
Z201 0 BJ CS 17 14 322
Z1 0 BJ CS 18 14 322
K157 0 BJ CS 18 20 322
Z207 0 BJ CS 20 14 504
Z285 0 BJ CS 21 14 322
Z53 0 BJ CS 21 14 322
T289 0 BJ CS 22 16 322
K599 0 BJ WH 5 16 261
G507 0 BJ WH 6 5 522
G529 0 BJ WH 7 5 520
G71 0 BJ WH 7 5 520
G403 0 BJ WH 8 4 520
K21 0 BJ WH 8 17 261
G309 0 BJ WH 8 5 522
Z149 0 BJ WH 8 11 261
K967 0 BJ WH 8 16 261
K635 0 BJ WH 8 15 261
G83 0 BJ WH 8 4 520
G81 0 BJ WH 9 4 520
G421 0 BJ WH 9 5 520
G511 0 BJ WH 9 5 522
G79 0 BJ WH 10 4 520
G405 0 BJ WH 10 5 520
G65 0 BJ WH 10 5 520
G487 0 BJ WH 10 4 520
G557 0 BJ WH 11 6 520
Z49 0 BJ WH 11 10 261
G401 0 BJ WH 11 5 520
Z35 0 BJ WH 11 10 261
G67 0 BJ WH 12 5 520
G517 0 BJ WH 12 5 520
G491 0 BJ WH 12 5 520
Z161 0 BJ WH 12 10 261
T145 0 BJ WH 12 13 261
Z97 0 BJ WH 12 10 261
G555 0 BJ WH 12 4 522
G533 0 BJ WH 13 4 520
G69 0 BJ WH 13 5 520
G519 0 BJ WH 14 5 520
T167 0 BJ WH 14 12 261
G503 0 BJ WH 14 5 520
G587 0 BJ WH 14 5 520
G521 0 BJ WH 15 6 522
G505 0 BJ WH 15 5 520
Z5 0 BJ WH 16 10 261
Z77 0 BJ WH 16 10 261
G573 0 BJ WH 16 5 520
G585 0 BJ WH 16 5 520
G523 0 BJ WH 16 5 520
G525 0 BJ WH 17 5 522
Z3 0 BJ WH 17 10 261
Z201 0 BJ WH 17 10 261
Z1 0 BJ WH 18 10 261
Z95 0 BJ WH 18 10 261
K157 0 BJ WH 18 15 261
G509 0 BJ WH 19 4 522
Z37 0 BJ WH 20 10 261
Z207 0 BJ WH 20 11 409
Z285 0 BJ WH 21 10 261
Z53 0 BJ WH 21 11 261
T289 0 BJ WH 22 12 261
G4721 0 BJ HEB 1 6 541
G4723 0 BJ HEB 2 6 541
Z157 0 BJ HEB 5 10 261
D29 0 BJ HEB 6 8 313
G381 0 BJ HEB 7 6 541
D25 0 BJ HEB 10 8 306
G393 0 BJ HEB 10 7 544
K339 0 BJ HEB 11 15 268
T297 0 BJ HEB 12 14 268
D101 0 BJ HEB 13 7 306
K265 0 BJ HEB 13 18 261
K349 0 BJ HEB 14 18 288
D27 0 BJ HEB 15 7 306
T17 0 BJ HEB 16 13 261
T47 0 BJ HEB 18 11 261
Z203 0 BJ HEB 20 10 241
Z17 0 BJ HEB 21 9 261
Z15 0 BJ HEB 21 10 409
Z83 0 BJ HEB 21 10 261
K1303 0 BJ HEB 22 19 288
K39 0 BJ HEB 23 16 296
D4609 0 BJ HEB 23 8 306
G4721 0 BJ CC 1 5 433
G4723 0 BJ CC 2 5 433
Z157 0 BJ CC 5 8 222
D29 0 BJ CC 6 6 265
D21 0 BJ CC 6 7 267
Z4061 0 BJ CC 6 12 232
G383 0 BJ CC 7 6 438
G381 0 BJ CC 7 5 433
D25 0 BJ CC 10 6 265
G393 0 BJ CC 10 6 433
K339 0 BJ CC 11 12 232
T297 0 BJ CC 12 11 232
D101 0 BJ CC 13 6 265
K265 0 BJ CC 13 15 222
K349 0 BJ CC 14 15 244
D19 0 BJ CC 14 6 267
D73 0 BJ CC 14 6 267
G399 0 BJ CC 15 6 438
D23 0 BJ CC 15 6 265
K1023 0 BJ CC 16 13 244
G239 0 BJ CC 17 4 437
Z63 0 BJ CC 20 9 222
Z117 0 BJ CC 21 8 222
Z61 0 BJ CC 22 8 222
K1303 0 BJ CC 22 15 244
K39 0 BJ CC 23 13 254
D4609 0 BJ CC 23 7 265
G4721 0 BJ SY 1 4 296
G4723 0 BJ SY 2 4 296
K57 0 BJ SY 4 8 178
K959 0 BJ SY 4 9 171
Z157 0 BJ SY 5 6 171
D29 0 BJ SY 6 5 206
D21 0 BJ SY 6 5 206
Z4061 0 BJ SY 6 8 171
G383 0 BJ SY 7 5 296
G381 0 BJ SY 7 4 296
G219 0 BJ SY 8 4 295
G395 0 BJ SY 9 5 349
D17 0 BJ SY 9 5 206
K1301 0 BJ SY 9 12 194
D25 0 BJ SY 10 5 206
G393 0 BJ SY 10 5 296
K339 0 BJ SY 11 8 171
K429 0 BJ SY 11 9 171
T297 0 BJ SY 12 8 171
2257 0 BJ SY 12 17 180
D11 0 BJ SY 12 5 206
2589 0 BJ SY 12 10 180
K215 0 BJ SY 13 11 194
D9 0 BJ SY 13 4 206
G217 0 BJ SY 13 3 295
D49 0 BJ SY 13 5 231
G397 0 BJ SY 13 4 296
D101 0 BJ SY 13 5 206
K265 0 BJ SY 13 11 171
D19 0 BJ SY 14 4 206
D73 0 BJ SY 14 4 206
G237 0 BJ SY 14 4 295
